교통수단별,기준연월,목적,성별,연령,인원수
기타공항,2024-06-30,관광,남성,61세이상,656
기타항구,2024-06-30,관광,남성,61세이상,13374
김포,2024-06-30,관광,남성,61세이상,3630
김해,2024-06-30,관광,남성,61세이상,5010
부산,2024-06-30,관광,남성,61세이상,3744
인천,2024-06-30,관광,남성,61세이상,1587
인천공항,2024-06-30,관광,남성,61세이상,25186
제주공항,2024-06-30,관광,남성,61세이상,2574
제주항,2024-06-30,관광,남성,61세이상,3723
기타공항,2024-06-30,관광,여성,20세 이하,1327
기타항구,2024-06-30,관광,여성,20세 이하,1838
김포,2024-06-30,관광,여성,20세 이하,4534
김해,2024-06-30,관광,여성,20세 이하,6390
부산,2024-06-30,관광,여성,20세 이하,1078
인천,2024-06-30,관광,여성,20세 이하,106
인천공항,2024-06-30,관광,여성,20세 이하,69766
제주공항,2024-06-30,관광,여성,20세 이하,7572
제주항,2024-06-30,관광,여성,20세 이하,652
기타공항,2024-06-30,관광,여성,21~30세,2165
기타항구,2024-06-30,관광,여성,21~30세,1619
김포,2024-06-30,관광,여성,21~30세,14675
김해,2024-06-30,관광,여성,21~30세,12226
부산,2024-06-30,관광,여성,21~30세,1840
인천,2024-06-30,관광,여성,21~30세,120
인천공항,2024-06-30,관광,여성,21~30세,166714
제주공항,2024-06-30,관광,여성,21~30세,28489
제주항,2024-06-30,관광,여성,21~30세,402
기타공항,2024-06-30,관광,여성,31~40세,1948
기타항구,2024-06-30,관광,여성,31~40세,3448
김포,2024-06-30,관광,여성,31~40세,11309
김해,2024-06-30,관광,여성,31~40세,10566
부산,2024-06-30,관광,여성,31~40세,1647
인천,2024-06-30,관광,여성,31~40세,255
인천공항,2024-06-30,관광,여성,31~40세,108442
제주공항,2024-06-30,관광,여성,31~40세,16897
제주항,2024-06-30,관광,여성,31~40세,951
기타공항,2024-06-30,관광,여성,41~50세,1982
기타항구,2024-06-30,관광,여성,41~50세,4270
김포,2024-06-30,관광,여성,41~50세,8677
김해,2024-06-30,관광,여성,41~50세,10146
부산,2024-06-30,관광,여성,41~50세,1299
인천,2024-06-30,관광,여성,41~50세,512
인천공항,2024-06-30,관광,여성,41~50세,76390
제주공항,2024-06-30,관광,여성,41~50세,6978
제주항,2024-06-30,관광,여성,41~50세,908
기타공항,2024-06-30,관광,여성,51~60세,1289
기타항구,2024-06-30,관광,여성,51~60세,8392
김포,2024-06-30,관광,여성,51~60세,7674
김해,2024-06-30,관광,여성,51~60세,8031
부산,2024-06-30,관광,여성,51~60세,1991
인천,2024-06-30,관광,여성,51~60세,1154
인천공항,2024-06-30,관광,여성,51~60세,57401
제주공항,2024-06-30,관광,여성,51~60세,5402
제주항,2024-06-30,관광,여성,51~60세,2051
기타공항,2024-06-30,관광,여성,61세이상,1092
기타항구,2024-06-30,관광,여성,61세이상,15581
김포,2024-06-30,관광,여성,61세이상,4518
김해,2024-06-30,관광,여성,61세이상,6234
부산,2024-06-30,관광,여성,61세이상,5315
인천,2024-06-30,관광,여성,61세이상,1270
인천공항,2024-06-30,관광,여성,61세이상,34276
제주공항,2024-06-30,관광,여성,61세이상,4040
제주항,2024-06-30,관광,여성,61세이상,4948
기타공항,2024-07-31,관광,남성,20세 이하,1914
기타항구,2024-07-31,관광,남성,20세 이하,4076
김포,2024-07-31,관광,남성,20세 이하,4302
김해,2024-07-31,관광,남성,20세 이하,8323
부산,2024-07-31,관광,남성,20세 이하,1097
인천,2024-07-31,관광,남성,20세 이하,593
인천공항,2024-07-31,관광,남성,20세 이하,63842
제주공항,2024-07-31,관광,남성,20세 이하,11467
제주항,2024-07-31,관광,남성,20세 이하,2058
기타공항,2024-07-31,관광,남성,21~30세,868
기타항구,2024-07-31,관광,남성,21~30세,812
김포,2024-07-31,관광,남성,21~30세,4330
김해,2024-07-31,관광,남성,21~30세,5707
부산,2024-07-31,관광,남성,21~30세,621
인천,2024-07-31,관광,남성,21~30세,123
인천공항,2024-07-31,관광,남성,21~30세,52404
제주공항,2024-07-31,관광,남성,21~30세,7682
제주항,2024-07-31,관광,남성,21~30세,342
기타공항,2024-07-31,관광,남성,31~40세,937
기타항구,2024-07-31,관광,남성,31~40세,1604
김포,2024-07-31,관광,남성,31~40세,6078
김해,2024-07-31,관광,남성,31~40세,7082
부산,2024-07-31,관광,남성,31~40세,467
인천,2024-07-31,관광,남성,31~40세,330
인천공항,2024-07-31,관광,남성,31~40세,53934
제주공항,2024-07-31,관광,남성,31~40세,9123
제주항,2024-07-31,관광,남성,31~40세,568
기타공항,2024-07-31,관광,남성,41~50세,1401
기타항구,2024-07-31,관광,남성,41~50세,2224
김포,2024-07-31,관광,남성,41~50세,7548
김해,2024-07-31,관광,남성,41~50세,8323
부산,2024-07-31,관광,남성,41~50세,773
인천,2024-07-31,관광,남성,41~50세,653
인천공항,2024-07-31,관광,남성,41~50세,51789
제주공항,2024-07-31,관광,남성,41~50세,5676
제주항,2024-07-31,관광,남성,41~50세,905
기타공항,2024-07-31,관광,남성,51~60세,743
기타항구,2024-07-31,관광,남성,51~60세,2182
김포,2024-07-31,관광,남성,51~60세,6000
김해,2024-07-31,관광,남성,51~60세,5735
부산,2024-07-31,관광,남성,51~60세,894
인천,2024-07-31,관광,남성,51~60세,925
인천공항,2024-07-31,관광,남성,51~60세,35243
제주공항,2024-07-31,관광,남성,51~60세,2844
제주항,2024-07-31,관광,남성,51~60세,750
기타공항,2024-07-31,관광,남성,61세이상,577
기타항구,2024-07-31,관광,남성,61세이상,8095
김포,2024-07-31,관광,남성,61세이상,3106
김해,2024-07-31,관광,남성,61세이상,4129
부산,2024-07-31,관광,남성,61세이상,1782
인천,2024-07-31,관광,남성,61세이상,2586
인천공항,2024-07-31,관광,남성,61세이상,20503
제주공항,2024-07-31,관광,남성,61세이상,2460
제주항,2024-07-31,관광,남성,61세이상,2378
기타공항,2024-07-31,관광,여성,20세 이하,2337
기타항구,2024-07-31,관광,여성,20세 이하,4020
김포,2024-07-31,관광,여성,20세 이하,8816
김해,2024-07-31,관광,여성,20세 이하,10013
부산,2024-07-31,관광,여성,20세 이하,1115
인천,2024-07-31,관광,여성,20세 이하,618
인천공항,2024-07-31,관광,여성,20세 이하,105367
제주공항,2024-07-31,관광,여성,20세 이하,16073
제주항,2024-07-31,관광,여성,20세 이하,2031
기타공항,2024-07-31,관광,여성,21~30세,2387
기타항구,2024-07-31,관광,여성,21~30세,1102
김포,2024-07-31,관광,여성,21~30세,15321
김해,2024-07-31,관광,여성,21~30세,10962
부산,2024-07-31,관광,여성,21~30세,727
인천,2024-07-31,관광,여성,21~30세,218
인천공항,2024-07-31,관광,여성,21~30세,157349
제주공항,2024-07-31,관광,여성,21~30세,25219
제주항,2024-07-31,관광,여성,21~30세,543
기타공항,2024-07-31,관광,여성,31~40세,1871
기타항구,2024-07-31,관광,여성,31~40세,2685
김포,2024-07-31,관광,여성,31~40세,10545
김해,2024-07-31,관광,여성,31~40세,9160
부산,2024-07-31,관광,여성,31~40세,526
인천,2024-07-31,관광,여성,31~40세,522
인천공항,2024-07-31,관광,여성,31~40세,92461
제주공항,2024-07-31,관광,여성,31~40세,18884
제주항,2024-07-31,관광,여성,31~40세,1244
기타공항,2024-07-31,관광,여성,41~50세,2265
기타항구,2024-07-31,관광,여성,41~50세,3483
김포,2024-07-31,관광,여성,41~50세,9356
김해,2024-07-31,관광,여성,41~50세,10673
부산,2024-07-31,관광,여성,41~50세,969
인천,2024-07-31,관광,여성,41~50세,628
인천공항,2024-07-31,관광,여성,41~50세,77386
제주공항,2024-07-31,관광,여성,41~50세,9986
제주항,2024-07-31,관광,여성,41~50세,1607
기타공항,2024-07-31,관광,여성,51~60세,1160
기타항구,2024-07-31,관광,여성,51~60세,4124
김포,2024-07-31,관광,여성,51~60세,6881
김해,2024-07-31,관광,여성,51~60세,6856
부산,2024-07-31,관광,여성,51~60세,1154
인천,2024-07-31,관광,여성,51~60세,1508
인천공항,2024-07-31,관광,여성,51~60세,48310
제주공항,2024-07-31,관광,여성,51~60세,5313
제주항,2024-07-31,관광,여성,51~60세,1469
기타공항,2024-07-31,관광,여성,61세이상,862
기타항구,2024-07-31,관광,여성,61세이상,8573
김포,2024-07-31,관광,여성,61세이상,3715
김해,2024-07-31,관광,여성,61세이상,4899
부산,2024-07-31,관광,여성,61세이상,2186
인천,2024-07-31,관광,여성,61세이상,2324
인천공항,2024-07-31,관광,여성,61세이상,27330
제주공항,2024-07-31,관광,여성,61세이상,4026
제주항,2024-07-31,관광,여성,61세이상,3078
