교통수단별,기준연월,목적,성별,연령,인원수
부산,2024-05-31,유학연수,여성,20세 이하,1
인천,2024-05-31,유학연수,여성,20세 이하,1
인천공항,2024-05-31,유학연수,여성,20세 이하,1712
제주공항,2024-05-31,유학연수,여성,20세 이하,5
기타공항,2024-05-31,공용,여성,21~30세,24
기타항구,2024-05-31,공용,여성,21~30세,0
김포,2024-05-31,공용,여성,21~30세,13
김해,2024-05-31,공용,여성,21~30세,15
부산,2024-05-31,공용,여성,21~30세,2
인천공항,2024-05-31,공용,여성,21~30세,291
제주공항,2024-05-31,공용,여성,21~30세,0
기타공항,2024-05-31,관광,여성,21~30세,1985
기타항구,2024-05-31,관광,여성,21~30세,1328
김포,2024-05-31,관광,여성,21~30세,13532
김해,2024-05-31,관광,여성,21~30세,11898
부산,2024-05-31,관광,여성,21~30세,1254
인천,2024-05-31,관광,여성,21~30세,695
인천공항,2024-05-31,관광,여성,21~30세,166075
제주공항,2024-05-31,관광,여성,21~30세,30181
제주항,2024-05-31,관광,여성,21~30세,361
기타공항,2024-05-31,기타,여성,21~30세,30
기타항구,2024-05-31,기타,여성,21~30세,7
김포,2024-05-31,기타,여성,21~30세,347
김해,2024-05-31,기타,여성,21~30세,392
부산,2024-05-31,기타,여성,21~30세,10
인천,2024-05-31,기타,여성,21~30세,1
인천공항,2024-05-31,기타,여성,21~30세,6142
제주공항,2024-05-31,기타,여성,21~30세,57
기타공항,2024-05-31,상용,여성,21~30세,6
기타항구,2024-05-31,상용,여성,21~30세,1
김포,2024-05-31,상용,여성,21~30세,26
김해,2024-05-31,상용,여성,21~30세,16
인천공항,2024-05-31,상용,여성,21~30세,312
제주공항,2024-05-31,상용,여성,21~30세,5
기타공항,2024-05-31,유학연수,여성,21~30세,158
기타항구,2024-05-31,유학연수,여성,21~30세,0
김포,2024-05-31,유학연수,여성,21~30세,878
김해,2024-05-31,유학연수,여성,21~30세,633
부산,2024-05-31,유학연수,여성,21~30세,23
인천,2024-05-31,유학연수,여성,21~30세,3
인천공항,2024-05-31,유학연수,여성,21~30세,10697
제주공항,2024-05-31,유학연수,여성,21~30세,41
기타공항,2024-05-31,공용,여성,31~40세,38
김포,2024-05-31,공용,여성,31~40세,17
김해,2024-05-31,공용,여성,31~40세,57
인천공항,2024-05-31,공용,여성,31~40세,655
제주공항,2024-05-31,공용,여성,31~40세,3
기타공항,2024-05-31,관광,여성,31~40세,1630
기타항구,2024-05-31,관광,여성,31~40세,2508
김포,2024-05-31,관광,여성,31~40세,11577
김해,2024-05-31,관광,여성,31~40세,10679
부산,2024-05-31,관광,여성,31~40세,1039
인천,2024-05-31,관광,여성,31~40세,1810
인천공항,2024-05-31,관광,여성,31~40세,113821
제주공항,2024-05-31,관광,여성,31~40세,16511
제주항,2024-05-31,관광,여성,31~40세,1002
기타공항,2024-05-31,기타,여성,31~40세,43
기타항구,2024-05-31,기타,여성,31~40세,16
김포,2024-05-31,기타,여성,31~40세,402
김해,2024-05-31,기타,여성,31~40세,506
부산,2024-05-31,기타,여성,31~40세,13
인천,2024-05-31,기타,여성,31~40세,1
인천공항,2024-05-31,기타,여성,31~40세,7112
제주공항,2024-05-31,기타,여성,31~40세,120
기타공항,2024-05-31,상용,여성,31~40세,6
기타항구,2024-05-31,상용,여성,31~40세,2
김포,2024-05-31,상용,여성,31~40세,61
김해,2024-05-31,상용,여성,31~40세,34
인천공항,2024-05-31,상용,여성,31~40세,681
제주공항,2024-05-31,상용,여성,31~40세,14
기타공항,2024-05-31,유학연수,여성,31~40세,28
김포,2024-05-31,유학연수,여성,31~40세,97
김해,2024-05-31,유학연수,여성,31~40세,104
부산,2024-05-31,유학연수,여성,31~40세,3
인천,2024-05-31,유학연수,여성,31~40세,2
인천공항,2024-05-31,유학연수,여성,31~40세,1392
제주공항,2024-05-31,유학연수,여성,31~40세,12
기타공항,2024-05-31,공용,여성,41~50세,19
김포,2024-05-31,공용,여성,41~50세,15
김해,2024-05-31,공용,여성,41~50세,31
부산,2024-05-31,공용,여성,41~50세,1
인천공항,2024-05-31,공용,여성,41~50세,608
제주공항,2024-05-31,공용,여성,41~50세,4
기타공항,2024-05-31,관광,여성,41~50세,1429
기타항구,2024-05-31,관광,여성,41~50세,2745
김포,2024-05-31,관광,여성,41~50세,7887
김해,2024-05-31,관광,여성,41~50세,9016
부산,2024-05-31,관광,여성,41~50세,1092
인천,2024-05-31,관광,여성,41~50세,1743
인천공항,2024-05-31,관광,여성,41~50세,66528
제주공항,2024-05-31,관광,여성,41~50세,5832
제주항,2024-05-31,관광,여성,41~50세,1160
기타공항,2024-05-31,기타,여성,41~50세,33
기타항구,2024-05-31,기타,여성,41~50세,18
김포,2024-05-31,기타,여성,41~50세,253
김해,2024-05-31,기타,여성,41~50세,317
부산,2024-05-31,기타,여성,41~50세,6
인천,2024-05-31,기타,여성,41~50세,10
인천공항,2024-05-31,기타,여성,41~50세,4319
제주공항,2024-05-31,기타,여성,41~50세,70
기타공항,2024-05-31,상용,여성,41~50세,6
기타항구,2024-05-31,상용,여성,41~50세,0
김포,2024-05-31,상용,여성,41~50세,53
김해,2024-05-31,상용,여성,41~50세,33
부산,2024-05-31,상용,여성,41~50세,1
인천공항,2024-05-31,상용,여성,41~50세,544
제주공항,2024-05-31,상용,여성,41~50세,10
기타공항,2024-05-31,유학연수,여성,41~50세,4
김포,2024-05-31,유학연수,여성,41~50세,32
김해,2024-05-31,유학연수,여성,41~50세,22
인천공항,2024-05-31,유학연수,여성,41~50세,255
제주공항,2024-05-31,유학연수,여성,41~50세,5
기타공항,2024-05-31,공용,여성,51~60세,11
기타항구,2024-05-31,공용,여성,51~60세,1
김포,2024-05-31,공용,여성,51~60세,8
김해,2024-05-31,공용,여성,51~60세,36
부산,2024-05-31,공용,여성,51~60세,1
인천공항,2024-05-31,공용,여성,51~60세,355
제주공항,2024-05-31,공용,여성,51~60세,2
기타공항,2024-05-31,관광,여성,51~60세,1085
기타항구,2024-05-31,관광,여성,51~60세,7858
김포,2024-05-31,관광,여성,51~60세,7724
김해,2024-05-31,관광,여성,51~60세,8439
부산,2024-05-31,관광,여성,51~60세,1910
인천,2024-05-31,관광,여성,51~60세,2935
인천공항,2024-05-31,관광,여성,51~60세,58695
제주공항,2024-05-31,관광,여성,51~60세,5456
제주항,2024-05-31,관광,여성,51~60세,2113
기타공항,2024-05-31,기타,여성,51~60세,62
기타항구,2024-05-31,기타,여성,51~60세,37
김포,2024-05-31,기타,여성,51~60세,282
김해,2024-05-31,기타,여성,51~60세,245
부산,2024-05-31,기타,여성,51~60세,22
인천,2024-05-31,기타,여성,51~60세,25
인천공항,2024-05-31,기타,여성,51~60세,5925
제주공항,2024-05-31,기타,여성,51~60세,37
기타공항,2024-05-31,상용,여성,51~60세,2
기타항구,2024-05-31,상용,여성,51~60세,0
김포,2024-05-31,상용,여성,51~60세,10
김해,2024-05-31,상용,여성,51~60세,8
부산,2024-05-31,상용,여성,51~60세,1
인천공항,2024-05-31,상용,여성,51~60세,219
제주공항,2024-05-31,상용,여성,51~60세,8
기타공항,2024-05-31,유학연수,여성,51~60세,1
김포,2024-05-31,유학연수,여성,51~60세,3
김해,2024-05-31,유학연수,여성,51~60세,1
인천공항,2024-05-31,유학연수,여성,51~60세,24
기타공항,2024-05-31,공용,여성,61세이상,3
김포,2024-05-31,공용,여성,61세이상,2
김해,2024-05-31,공용,여성,61세이상,6
부산,2024-05-31,공용,여성,61세이상,1
인천공항,2024-05-31,공용,여성,61세이상,118
기타공항,2024-05-31,관광,여성,61세이상,1016
기타항구,2024-05-31,관광,여성,61세이상,25844
김포,2024-05-31,관광,여성,61세이상,5572
김해,2024-05-31,관광,여성,61세이상,7235
부산,2024-05-31,관광,여성,61세이상,6972
인천,2024-05-31,관광,여성,61세이상,3607
인천공항,2024-05-31,관광,여성,61세이상,42806
제주공항,2024-05-31,관광,여성,61세이상,4069
제주항,2024-05-31,관광,여성,61세이상,5087
기타공항,2024-05-31,기타,여성,61세이상,81
기타항구,2024-05-31,기타,여성,61세이상,74
김포,2024-05-31,기타,여성,61세이상,343
김해,2024-05-31,기타,여성,61세이상,316
부산,2024-05-31,기타,여성,61세이상,54
인천,2024-05-31,기타,여성,61세이상,29
인천공항,2024-05-31,기타,여성,61세이상,7338
제주공항,2024-05-31,기타,여성,61세이상,65
제주항,2024-05-31,기타,여성,61세이상,0
기타공항,2024-05-31,상용,여성,61세이상,0
김포,2024-05-31,상용,여성,61세이상,1
인천공항,2024-05-31,상용,여성,61세이상,59
제주공항,2024-05-31,상용,여성,61세이상,2
김해,2024-05-31,유학연수,여성,61세이상,1
인천공항,2024-05-31,유학연수,여성,61세이상,3
기타공항,2024-06-30,공용,남성,20세 이하,46
김포,2024-06-30,공용,남성,20세 이하,35
김해,2024-06-30,공용,남성,20세 이하,19
부산,2024-06-30,공용,남성,20세 이하,2
인천공항,2024-06-30,공용,남성,20세 이하,449
기타공항,2024-06-30,관광,남성,20세 이하,1160
기타항구,2024-06-30,관광,남성,20세 이하,1830
김포,2024-06-30,관광,남성,20세 이하,2582
김해,2024-06-30,관광,남성,20세 이하,5036
부산,2024-06-30,관광,남성,20세 이하,915
인천,2024-06-30,관광,남성,20세 이하,85
인천공항,2024-06-30,관광,남성,20세 이하,45425
제주공항,2024-06-30,관광,남성,20세 이하,4943
제주항,2024-06-30,관광,남성,20세 이하,679
기타공항,2024-06-30,기타,남성,20세 이하,16
기타항구,2024-06-30,기타,남성,20세 이하,25
김포,2024-06-30,기타,남성,20세 이하,71
김해,2024-06-30,기타,남성,20세 이하,112
부산,2024-06-30,기타,남성,20세 이하,2
인천,2024-06-30,기타,남성,20세 이하,1
인천공항,2024-06-30,기타,남성,20세 이하,1383
제주공항,2024-06-30,기타,남성,20세 이하,4
김포,2024-06-30,상용,남성,20세 이하,4
김해,2024-06-30,상용,남성,20세 이하,4
인천공항,2024-06-30,상용,남성,20세 이하,28
기타공항,2024-06-30,유학연수,남성,20세 이하,14
기타항구,2024-06-30,유학연수,남성,20세 이하,1
김포,2024-06-30,유학연수,남성,20세 이하,40
김해,2024-06-30,유학연수,남성,20세 이하,357
부산,2024-06-30,유학연수,남성,20세 이하,6
인천공항,2024-06-30,유학연수,남성,20세 이하,1850
제주공항,2024-06-30,유학연수,남성,20세 이하,4
기타공항,2024-06-30,공용,남성,21~30세,8
기타항구,2024-06-30,공용,남성,21~30세,1
김포,2024-06-30,공용,남성,21~30세,16
김해,2024-06-30,공용,남성,21~30세,14
부산,2024-06-30,공용,남성,21~30세,12
인천공항,2024-06-30,공용,남성,21~30세,213
기타공항,2024-06-30,관광,남성,21~30세,975
기타항구,2024-06-30,관광,남성,21~30세,1243
김포,2024-06-30,관광,남성,21~30세,4898
김해,2024-06-30,관광,남성,21~30세,6160
부산,2024-06-30,관광,남성,21~30세,905
인천,2024-06-30,관광,남성,21~30세,102
인천공항,2024-06-30,관광,남성,21~30세,60014
제주공항,2024-06-30,관광,남성,21~30세,8225
제주항,2024-06-30,관광,남성,21~30세,290
기타공항,2024-06-30,기타,남성,21~30세,71
기타항구,2024-06-30,기타,남성,21~30세,23
김포,2024-06-30,기타,남성,21~30세,223
김해,2024-06-30,기타,남성,21~30세,770
부산,2024-06-30,기타,남성,21~30세,4
인천,2024-06-30,기타,남성,21~30세,1
인천공항,2024-06-30,기타,남성,21~30세,9114
제주공항,2024-06-30,기타,남성,21~30세,51
기타공항,2024-06-30,상용,남성,21~30세,14
기타항구,2024-06-30,상용,남성,21~30세,1
김포,2024-06-30,상용,남성,21~30세,51
김해,2024-06-30,상용,남성,21~30세,74
인천공항,2024-06-30,상용,남성,21~30세,963
제주공항,2024-06-30,상용,남성,21~30세,3
기타공항,2024-06-30,유학연수,남성,21~30세,100
김포,2024-06-30,유학연수,남성,21~30세,220
김해,2024-06-30,유학연수,남성,21~30세,436
부산,2024-06-30,유학연수,남성,21~30세,12
인천,2024-06-30,유학연수,남성,21~30세,3
인천공항,2024-06-30,유학연수,남성,21~30세,4467
제주공항,2024-06-30,유학연수,남성,21~30세,26
기타공항,2024-06-30,공용,남성,31~40세,53
기타항구,2024-06-30,공용,남성,31~40세,0
김포,2024-06-30,공용,남성,31~40세,53
김해,2024-06-30,공용,남성,31~40세,57
부산,2024-06-30,공용,남성,31~40세,3
인천공항,2024-06-30,공용,남성,31~40세,833
제주공항,2024-06-30,공용,남성,31~40세,3
제주항,2024-06-30,공용,남성,31~40세,1
기타공항,2024-06-30,관광,남성,31~40세,977
기타항구,2024-06-30,관광,남성,31~40세,2258
김포,2024-06-30,관광,남성,31~40세,6715
김해,2024-06-30,관광,남성,31~40세,7570
부산,2024-06-30,관광,남성,31~40세,857
인천,2024-06-30,관광,남성,31~40세,235
인천공항,2024-06-30,관광,남성,31~40세,62004
제주공항,2024-06-30,관광,남성,31~40세,7482
제주항,2024-06-30,관광,남성,31~40세,452
기타공항,2024-06-30,기타,남성,31~40세,110
기타항구,2024-06-30,기타,남성,31~40세,56
김포,2024-06-30,기타,남성,31~40세,394
김해,2024-06-30,기타,남성,31~40세,1379
부산,2024-06-30,기타,남성,31~40세,9
인천,2024-06-30,기타,남성,31~40세,17
인천공항,2024-06-30,기타,남성,31~40세,13144
제주공항,2024-06-30,기타,남성,31~40세,120
기타공항,2024-06-30,상용,남성,31~40세,41
기타항구,2024-06-30,상용,남성,31~40세,3
김포,2024-06-30,상용,남성,31~40세,248
김해,2024-06-30,상용,남성,31~40세,236
부산,2024-06-30,상용,남성,31~40세,2
인천,2024-06-30,상용,남성,31~40세,3
인천공항,2024-06-30,상용,남성,31~40세,2599
제주공항,2024-06-30,상용,남성,31~40세,31
기타공항,2024-06-30,유학연수,남성,31~40세,18
김포,2024-06-30,유학연수,남성,31~40세,39
김해,2024-06-30,유학연수,남성,31~40세,50
부산,2024-06-30,유학연수,남성,31~40세,2
인천,2024-06-30,유학연수,남성,31~40세,1
인천공항,2024-06-30,유학연수,남성,31~40세,817
제주공항,2024-06-30,유학연수,남성,31~40세,6
기타공항,2024-06-30,공용,남성,41~50세,88
기타항구,2024-06-30,공용,남성,41~50세,0
김포,2024-06-30,공용,남성,41~50세,90
김해,2024-06-30,공용,남성,41~50세,78
부산,2024-06-30,공용,남성,41~50세,4
인천공항,2024-06-30,공용,남성,41~50세,1083
제주공항,2024-06-30,공용,남성,41~50세,4
기타공항,2024-06-30,관광,남성,41~50세,1128
기타항구,2024-06-30,관광,남성,41~50세,2509
김포,2024-06-30,관광,남성,41~50세,7474
김해,2024-06-30,관광,남성,41~50세,7674
부산,2024-06-30,관광,남성,41~50세,887
인천,2024-06-30,관광,남성,41~50세,556
인천공항,2024-06-30,관광,남성,41~50세,53163
제주공항,2024-06-30,관광,남성,41~50세,3980
제주항,2024-06-30,관광,남성,41~50세,501
기타공항,2024-06-30,기타,남성,41~50세,78
기타항구,2024-06-30,기타,남성,41~50세,56
김포,2024-06-30,기타,남성,41~50세,381
김해,2024-06-30,기타,남성,41~50세,495
부산,2024-06-30,기타,남성,41~50세,12
인천,2024-06-30,기타,남성,41~50세,23
인천공항,2024-06-30,기타,남성,41~50세,6690
제주공항,2024-06-30,기타,남성,41~50세,83
기타공항,2024-06-30,상용,남성,41~50세,23
기타항구,2024-06-30,상용,남성,41~50세,6
김포,2024-06-30,상용,남성,41~50세,307
김해,2024-06-30,상용,남성,41~50세,251
부산,2024-06-30,상용,남성,41~50세,2
인천,2024-06-30,상용,남성,41~50세,2
인천공항,2024-06-30,상용,남성,41~50세,2392
제주공항,2024-06-30,상용,남성,41~50세,27
기타공항,2024-06-30,유학연수,남성,41~50세,9
기타항구,2024-06-30,유학연수,남성,41~50세,3
김포,2024-06-30,유학연수,남성,41~50세,20
김해,2024-06-30,유학연수,남성,41~50세,20
인천공항,2024-06-30,유학연수,남성,41~50세,271
제주공항,2024-06-30,유학연수,남성,41~50세,1
기타공항,2024-06-30,공용,남성,51~60세,44
기타항구,2024-06-30,공용,남성,51~60세,1
김포,2024-06-30,공용,남성,51~60세,93
김해,2024-06-30,공용,남성,51~60세,67
부산,2024-06-30,공용,남성,51~60세,4
인천공항,2024-06-30,공용,남성,51~60세,897
제주공항,2024-06-30,공용,남성,51~60세,1
기타공항,2024-06-30,관광,남성,51~60세,767
기타항구,2024-06-30,관광,남성,51~60세,3902
김포,2024-06-30,관광,남성,51~60세,6149
김해,2024-06-30,관광,남성,51~60세,5918
부산,2024-06-30,관광,남성,51~60세,1155
인천,2024-06-30,관광,남성,51~60세,746
인천공항,2024-06-30,관광,남성,51~60세,38749
제주공항,2024-06-30,관광,남성,51~60세,2648
제주항,2024-06-30,관광,남성,51~60세,852
기타공항,2024-06-30,기타,남성,51~60세,77
기타항구,2024-06-30,기타,남성,51~60세,16
김포,2024-06-30,기타,남성,51~60세,337
김해,2024-06-30,기타,남성,51~60세,248
부산,2024-06-30,기타,남성,51~60세,7
인천,2024-06-30,기타,남성,51~60세,27
인천공항,2024-06-30,기타,남성,51~60세,5794
제주공항,2024-06-30,기타,남성,51~60세,42
기타공항,2024-06-30,상용,남성,51~60세,19
기타항구,2024-06-30,상용,남성,51~60세,4
김포,2024-06-30,상용,남성,51~60세,282
김해,2024-06-30,상용,남성,51~60세,153
부산,2024-06-30,상용,남성,51~60세,6
인천,2024-06-30,상용,남성,51~60세,2
인천공항,2024-06-30,상용,남성,51~60세,1257
제주공항,2024-06-30,상용,남성,51~60세,23
기타공항,2024-06-30,유학연수,남성,51~60세,1
김포,2024-06-30,유학연수,남성,51~60세,1
김해,2024-06-30,유학연수,남성,51~60세,1
인천공항,2024-06-30,유학연수,남성,51~60세,14
기타공항,2024-06-30,공용,남성,61세이상,12
김포,2024-06-30,공용,남성,61세이상,14
김해,2024-06-30,공용,남성,61세이상,11
부산,2024-06-30,공용,남성,61세이상,1
인천공항,2024-06-30,공용,남성,61세이상,287
제주공항,2024-06-30,공용,남성,61세이상,1
기타공항,2024-06-30,관광,남성,61세이상,656
기타항구,2024-06-30,관광,남성,61세이상,13374
김포,2024-06-30,관광,남성,61세이상,3630
김해,2024-06-30,관광,남성,61세이상,5010
부산,2024-06-30,관광,남성,61세이상,3744
인천,2024-06-30,관광,남성,61세이상,1587
인천공항,2024-06-30,관광,남성,61세이상,25186
제주공항,2024-06-30,관광,남성,61세이상,2574
제주항,2024-06-30,관광,남성,61세이상,3723
기타공항,2024-06-30,기타,남성,61세이상,84
기타항구,2024-06-30,기타,남성,61세이상,67
김포,2024-06-30,기타,남성,61세이상,220
김해,2024-06-30,기타,남성,61세이상,246
부산,2024-06-30,기타,남성,61세이상,22
인천,2024-06-30,기타,남성,61세이상,45
인천공항,2024-06-30,기타,남성,61세이상,5134
제주공항,2024-06-30,기타,남성,61세이상,27
제주항,2024-06-30,기타,남성,61세이상,1
기타공항,2024-06-30,상용,남성,61세이상,4
기타항구,2024-06-30,상용,남성,61세이상,2
김포,2024-06-30,상용,남성,61세이상,61
김해,2024-06-30,상용,남성,61세이상,56
부산,2024-06-30,상용,남성,61세이상,0
인천공항,2024-06-30,상용,남성,61세이상,280
제주공항,2024-06-30,상용,남성,61세이상,8
김포,2024-06-30,유학연수,남성,61세이상,0
인천공항,2024-06-30,유학연수,남성,61세이상,0
기타공항,2024-06-30,공용,여성,20세 이하,59
김포,2024-06-30,공용,여성,20세 이하,34
김해,2024-06-30,공용,여성,20세 이하,17
부산,2024-06-30,공용,여성,20세 이하,0
인천공항,2024-06-30,공용,여성,20세 이하,469
제주공항,2024-06-30,공용,여성,20세 이하,2
기타공항,2024-06-30,관광,여성,20세 이하,1327
기타항구,2024-06-30,관광,여성,20세 이하,1838
김포,2024-06-30,관광,여성,20세 이하,4534
김해,2024-06-30,관광,여성,20세 이하,6390
부산,2024-06-30,관광,여성,20세 이하,1078
인천,2024-06-30,관광,여성,20세 이하,106
인천공항,2024-06-30,관광,여성,20세 이하,69766
제주공항,2024-06-30,관광,여성,20세 이하,7572
제주항,2024-06-30,관광,여성,20세 이하,652
기타공항,2024-06-30,기타,여성,20세 이하,19
기타항구,2024-06-30,기타,여성,20세 이하,29
김포,2024-06-30,기타,여성,20세 이하,98
김해,2024-06-30,기타,여성,20세 이하,106
부산,2024-06-30,기타,여성,20세 이하,0
인천공항,2024-06-30,기타,여성,20세 이하,1237
제주공항,2024-06-30,기타,여성,20세 이하,10
인천공항,2024-06-30,상용,여성,20세 이하,8
기타공항,2024-06-30,유학연수,여성,20세 이하,37
김포,2024-06-30,유학연수,여성,20세 이하,98
김해,2024-06-30,유학연수,여성,20세 이하,401
부산,2024-06-30,유학연수,여성,20세 이하,4
인천공항,2024-06-30,유학연수,여성,20세 이하,2652
제주공항,2024-06-30,유학연수,여성,20세 이하,4
기타공항,2024-06-30,공용,여성,21~30세,22
기타항구,2024-06-30,공용,여성,21~30세,0
김포,2024-06-30,공용,여성,21~30세,18
김해,2024-06-30,공용,여성,21~30세,10
인천공항,2024-06-30,공용,여성,21~30세,299
기타공항,2024-06-30,관광,여성,21~30세,2165
기타항구,2024-06-30,관광,여성,21~30세,1619
김포,2024-06-30,관광,여성,21~30세,14675
김해,2024-06-30,관광,여성,21~30세,12226
부산,2024-06-30,관광,여성,21~30세,1840
인천,2024-06-30,관광,여성,21~30세,120
인천공항,2024-06-30,관광,여성,21~30세,166714
제주공항,2024-06-30,관광,여성,21~30세,28489
제주항,2024-06-30,관광,여성,21~30세,402
기타공항,2024-06-30,기타,여성,21~30세,62
기타항구,2024-06-30,기타,여성,21~30세,12
김포,2024-06-30,기타,여성,21~30세,293
김해,2024-06-30,기타,여성,21~30세,318
부산,2024-06-30,기타,여성,21~30세,10
인천,2024-06-30,기타,여성,21~30세,1
인천공항,2024-06-30,기타,여성,21~30세,5196
제주공항,2024-06-30,기타,여성,21~30세,50
기타공항,2024-06-30,상용,여성,21~30세,3
김포,2024-06-30,상용,여성,21~30세,26
김해,2024-06-30,상용,여성,21~30세,22
인천공항,2024-06-30,상용,여성,21~30세,303
제주공항,2024-06-30,상용,여성,21~30세,4
기타공항,2024-06-30,유학연수,여성,21~30세,150
기타항구,2024-06-30,유학연수,여성,21~30세,1
김포,2024-06-30,유학연수,여성,21~30세,644
김해,2024-06-30,유학연수,여성,21~30세,499
부산,2024-06-30,유학연수,여성,21~30세,10
인천,2024-06-30,유학연수,여성,21~30세,2
인천공항,2024-06-30,유학연수,여성,21~30세,8521
제주공항,2024-06-30,유학연수,여성,21~30세,28
기타공항,2024-06-30,공용,여성,31~40세,47
기타항구,2024-06-30,공용,여성,31~40세,0
김포,2024-06-30,공용,여성,31~40세,21
김해,2024-06-30,공용,여성,31~40세,40
부산,2024-06-30,공용,여성,31~40세,1
인천공항,2024-06-30,공용,여성,31~40세,701
제주공항,2024-06-30,공용,여성,31~40세,2
기타공항,2024-06-30,관광,여성,31~40세,1948
기타항구,2024-06-30,관광,여성,31~40세,3448
김포,2024-06-30,관광,여성,31~40세,11309
김해,2024-06-30,관광,여성,31~40세,10566
부산,2024-06-30,관광,여성,31~40세,1647
인천,2024-06-30,관광,여성,31~40세,255
인천공항,2024-06-30,관광,여성,31~40세,108442
제주공항,2024-06-30,관광,여성,31~40세,16897
제주항,2024-06-30,관광,여성,31~40세,951
기타공항,2024-06-30,기타,여성,31~40세,61
기타항구,2024-06-30,기타,여성,31~40세,26
김포,2024-06-30,기타,여성,31~40세,386
김해,2024-06-30,기타,여성,31~40세,367
부산,2024-06-30,기타,여성,31~40세,6
인천,2024-06-30,기타,여성,31~40세,2
인천공항,2024-06-30,기타,여성,31~40세,6160
제주공항,2024-06-30,기타,여성,31~40세,100
기타공항,2024-06-30,상용,여성,31~40세,2
김포,2024-06-30,상용,여성,31~40세,70
김해,2024-06-30,상용,여성,31~40세,47
인천공항,2024-06-30,상용,여성,31~40세,703
제주공항,2024-06-30,상용,여성,31~40세,11
기타공항,2024-06-30,유학연수,여성,31~40세,42
김포,2024-06-30,유학연수,여성,31~40세,94
김해,2024-06-30,유학연수,여성,31~40세,77
부산,2024-06-30,유학연수,여성,31~40세,2
인천공항,2024-06-30,유학연수,여성,31~40세,1326
제주공항,2024-06-30,유학연수,여성,31~40세,14
기타공항,2024-06-30,공용,여성,41~50세,44
김포,2024-06-30,공용,여성,41~50세,33
김해,2024-06-30,공용,여성,41~50세,35
인천공항,2024-06-30,공용,여성,41~50세,729
제주공항,2024-06-30,공용,여성,41~50세,1
기타공항,2024-06-30,관광,여성,41~50세,1982
기타항구,2024-06-30,관광,여성,41~50세,4270
김포,2024-06-30,관광,여성,41~50세,8677
김해,2024-06-30,관광,여성,41~50세,10146
부산,2024-06-30,관광,여성,41~50세,1299
인천,2024-06-30,관광,여성,41~50세,512
인천공항,2024-06-30,관광,여성,41~50세,76390
제주공항,2024-06-30,관광,여성,41~50세,6978
제주항,2024-06-30,관광,여성,41~50세,908
기타공항,2024-06-30,기타,여성,41~50세,62
기타항구,2024-06-30,기타,여성,41~50세,16
김포,2024-06-30,기타,여성,41~50세,265
김해,2024-06-30,기타,여성,41~50세,240
부산,2024-06-30,기타,여성,41~50세,7
인천,2024-06-30,기타,여성,41~50세,6
인천공항,2024-06-30,기타,여성,41~50세,4173
제주공항,2024-06-30,기타,여성,41~50세,74
기타공항,2024-06-30,상용,여성,41~50세,9
김포,2024-06-30,상용,여성,41~50세,47
김해,2024-06-30,상용,여성,41~50세,45
인천공항,2024-06-30,상용,여성,41~50세,538
제주공항,2024-06-30,상용,여성,41~50세,6
기타공항,2024-06-30,유학연수,여성,41~50세,17
김포,2024-06-30,유학연수,여성,41~50세,25
김해,2024-06-30,유학연수,여성,41~50세,8
부산,2024-06-30,유학연수,여성,41~50세,2
인천공항,2024-06-30,유학연수,여성,41~50세,280
제주공항,2024-06-30,유학연수,여성,41~50세,2
기타공항,2024-06-30,공용,여성,51~60세,17
기타항구,2024-06-30,공용,여성,51~60세,1
김포,2024-06-30,공용,여성,51~60세,20
김해,2024-06-30,공용,여성,51~60세,15
부산,2024-06-30,공용,여성,51~60세,0
인천공항,2024-06-30,공용,여성,51~60세,374
기타공항,2024-06-30,관광,여성,51~60세,1289
기타항구,2024-06-30,관광,여성,51~60세,8392
김포,2024-06-30,관광,여성,51~60세,7674
김해,2024-06-30,관광,여성,51~60세,8031
부산,2024-06-30,관광,여성,51~60세,1991
인천,2024-06-30,관광,여성,51~60세,1154
인천공항,2024-06-30,관광,여성,51~60세,57401
제주공항,2024-06-30,관광,여성,51~60세,5402
제주항,2024-06-30,관광,여성,51~60세,2051
기타공항,2024-06-30,기타,여성,51~60세,72
기타항구,2024-06-30,기타,여성,51~60세,16
김포,2024-06-30,기타,여성,51~60세,230
김해,2024-06-30,기타,여성,51~60세,271
부산,2024-06-30,기타,여성,51~60세,9
인천,2024-06-30,기타,여성,51~60세,14
인천공항,2024-06-30,기타,여성,51~60세,5511
제주공항,2024-06-30,기타,여성,51~60세,35
제주항,2024-06-30,기타,여성,51~60세,2
김포,2024-06-30,상용,여성,51~60세,20
김해,2024-06-30,상용,여성,51~60세,21
인천공항,2024-06-30,상용,여성,51~60세,219
제주공항,2024-06-30,상용,여성,51~60세,4
김포,2024-06-30,유학연수,여성,51~60세,5
김해,2024-06-30,유학연수,여성,51~60세,2
인천공항,2024-06-30,유학연수,여성,51~60세,14
기타공항,2024-06-30,공용,여성,61세이상,2
김포,2024-06-30,공용,여성,61세이상,2
김해,2024-06-30,공용,여성,61세이상,11
인천공항,2024-06-30,공용,여성,61세이상,115
기타공항,2024-06-30,관광,여성,61세이상,1092
기타항구,2024-06-30,관광,여성,61세이상,15581
김포,2024-06-30,관광,여성,61세이상,4518
김해,2024-06-30,관광,여성,61세이상,6234
부산,2024-06-30,관광,여성,61세이상,5315
인천,2024-06-30,관광,여성,61세이상,1270
